Resource_ID,Resource_Type,Resource_Name,Region,Event_time,User_name,Event_name,account_id,delta,Request_ID,Type,Creation_Date
NA,['AWS::Logs::LogGroup'],logs.amazonaws.com,us-east-1,2024-01-02T10:01:54Z,vishal,DescribeLogStreams,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'orderBy': 'LastEventTime', 'descending': True, 'nextToken': 'Kwfr0bfVKkYk4OrYazFRiRQjd_hnL-H2CVPwxeAZeONaN-fCIlTZhCQvH3pZjf9fyVgyeeon9wgnsJe4a7cmr27UaJ8xuT-p8Lg4ULlP61vOQYllBmG2qNqqVfT7XIwSGQ6BMDkMwaXBrfIeSxy827DrrNSon0Wz8oLWFSf99xmATC_ZsmvZ3FC9R-ixRxdAU5YnIeb7xc0wyXOVp1p6Ts71Ri6Q6dWbOEi6H5GwFWWjFPhKtJwKXR1Y0Zc9mucIc7OHf2TktEzfYLq8SSyItCHdqt5foSMgdhtIw6mMLVWbnHzveYz4Pn6ZozagBdXG_D_6vb3wDNRy5uJaR7weCaE2C2eAZri_q0C10MvviCPzckW9cVIAmYPSWRM-DBUYmV1IGHlRxExM5VNOWYjDUTJHPjtHwYB4hSMoGFEFZAg', 'limit': 50, 'filterExpiredLogStreams': True}",d95c850f-41e4-4c1b-9ada-cf1651aa0426,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:01:56Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]03f36a09981248a987da63bd8a494085', 'startTime': 1704103302549, 'limit': 200, 'startFromHead': True, 'unmask': False}",19ad1bc1-d058-4b7e-8c8e-0508499fe791,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:01:57Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]03f36a09981248a987da63bd8a494085', 'nextToken': 'b/38004700258889083163556761218168079980160286579067256832/s', 'limit': 200, 'startFromHead': False, 'unmask': False}",f9a5cd83-ae68-4cc0-afb3-53bb30a0e036,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:01:57Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]03f36a09981248a987da63bd8a494085', 'nextToken': 'f/38004700418796576607560355521368640885794423605571846143/s', 'limit': 200, 'startFromHead': True, 'unmask': False}",ac009755-3108-4aef-a159-f7013761221a,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogStream'],logs.amazonaws.com,us-east-1,2024-01-02T10:01:58Z,vishal,GetLogEvents,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'logStreamName': '2024/01/02/[$LATEST]03f36a09981248a987da63bd8a494085', 'nextToken': 'b/38004693568665523602309579824271895680170702947401859072', 'limit': 200, 'startFromHead': False, 'unmask': False}",0afa3775-5afb-4b4d-8dfe-96a58a9dd1be,IAMUser,2024-01-02T04:31:52Z
NA,NA,logs.amazonaws.com,us-east-1,2024-01-02T10:01:53Z,vishal,DescribeLogGroups,505227143833,"{'accountId': '505227143833', 'logGroupNamePrefix': '/aws/lambda/CloudTrail-testing-lambda', 'showSubscriptionDestinations': True}",e74bff87-d495-420b-9d03-6d38df3390fe,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:03Z,NA,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:03 AM'}]}}",be51ab58-5bee-4467-9f7d-a0a24db04eff,Root,2024-01-02T05:57:18Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:03Z,NA,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:03 AM'}]}}",d0901362-28ce-490c-9c30-7e9e7e015f7a,Root,2024-01-02T05:57:18Z
NA,NA,logs.amazonaws.com,us-east-1,2024-01-02T10:03:14Z,vishal,DescribeMetricFilters,505227143833,{'limit': 50},6e62f6ab-aa44-41ca-a77e-0cdc147cb508,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:03Z,NA,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:03 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",d0901362-28ce-490c-9c30-7e9e7e015f7a,Root,2024-01-02T05:57:18Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:03Z,NA,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:03 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",be51ab58-5bee-4467-9f7d-a0a24db04eff,Root,2024-01-02T05:57:18Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:18Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:18 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",9d36aad5-a94c-472f-9e9e-748e8f2292b0,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:17Z,vishal,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:17 AM'}]}}",18ea2be0-bb12-4f51-9895-f12757e4decf,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:19Z,vishal,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:18 AM'}]}}",8076d0ab-ec10-4a9e-b13b-d516ac00d250,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:17Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:17 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",aa60eab2-22dd-474f-8096-ddae9356f4cb,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:18Z,vishal,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:18 AM'}]}}",9d36aad5-a94c-472f-9e9e-748e8f2292b0,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:27Z,vishal,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:26 AM'}]}}",c5619363-3d77-4fa6-93d8-e05a7ee7dad9,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:17Z,vishal,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:17 AM'}]}}",aa60eab2-22dd-474f-8096-ddae9356f4cb,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::S3::Bucket'],s3.amazonaws.com,us-east-1,2024-01-02T10:03:31Z,NA,GetBucketAcl,NA,"{'bucketName': 'aws-cloudtrail-logs-505227143833-79ef5c19', 'Host': 'aws-cloudtrail-logs-505227143833-79ef5c19.s3.us-east-1.amazonaws.com', 'acl': ''}",025W2G75JKDKYYQZ,AWSService,NA
NA,['AWS::S3::Bucket'],s3.amazonaws.com,us-east-1,2024-01-02T10:03:09Z,NA,GetBucketAcl,NA,"{'bucketName': 'aws-cloudtrail-logs-505227143833-79ef5c19', 'Host': 'aws-cloudtrail-logs-505227143833-79ef5c19.s3.us-east-1.amazonaws.com', 'acl': ''}",K5X3TJ3VRQYM7CDP,AWSService,NA
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:17Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:17 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",18ea2be0-bb12-4f51-9895-f12757e4decf,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:19Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:18 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",8076d0ab-ec10-4a9e-b13b-d516ac00d250,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:30Z,vishal,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:30 AM'}]}}",437d36b9-a750-4de7-91c1-3610b06a5925,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:30Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:30 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",437d36b9-a750-4de7-91c1-3610b06a5925,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:35Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:35 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",b659cf1a-93bf-43ca-96bc-3621c9f5d483,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:40Z,vishal,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:40 AM'}]}}",aa98e9d4-0ed0-491b-a33d-ff77f64e5d8b,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:37Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:37 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",bc601a27-5352-4c3b-8f56-5f032a406b8e,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:40Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:40 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",aa98e9d4-0ed0-491b-a33d-ff77f64e5d8b,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:59Z,vishal,DescribeEventAggregates,505227143833,"{'filter': {'startTimes': [{'from': 'Dec 26, 2023, 10:03:59 AM'}], 'eventStatusCodes': ['open', 'upcoming']}, 'aggregateField': 'eventTypeCategory'}",73d63764-c0c7-420a-b0ba-28204a794b7a,IAMUser,2024-01-02T04:31:52Z
NA,NA,health.amazonaws.com,us-east-1,2024-01-02T10:03:59Z,vishal,DescribeEventAggregates,505227143833,"{'aggregateField': 'eventTypeCategory', 'filter': {'eventStatusCodes': ['open', 'upcoming'], 'startTimes': [{'from': 'Dec 26, 2023 10:03:59 AM'}]}}",73d63764-c0c7-420a-b0ba-28204a794b7a,IAMUser,2024-01-02T04:31:52Z
NA,NA,logs.amazonaws.com,us-east-1,2024-01-02T10:04:12Z,vishal,DescribeMetricFilters,505227143833,{'limit': 50},fe614935-6603-477a-bbbf-a860d408718a,IAMUser,2024-01-02T04:31:52Z
NA,NA,logs.amazonaws.com,us-east-1,2024-01-02T10:04:56Z,vishal,DescribeMetricFilters,505227143833,{'limit': 50},a1a41d2a-3bc8-4ed5-9a6c-0accdfe481f9,IAMUser,2024-01-02T04:31:52Z
NA,NA,logs.amazonaws.com,us-east-1,2024-01-02T10:04:56Z,vishal,DescribeMetricFilters,505227143833,{'limit': 50},cb2d2cd1-fc66-4187-b359-aace2cd9e034,IAMUser,2024-01-02T04:31:52Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:05:10Z,vishal,GetFunction20150331v2,505227143833,{'functionName': 'CloudTrail-testing-lambda'},55e511af-9f42-43a0-8d8c-824ad68b77e6,IAMUser,2024-01-02T04:31:52Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:05:09Z,vishal,GetFunction20150331v2,505227143833,"{'functionName': 'CloudTrail-testing-lambda', 'qualifier': '$LATEST'}",f653d738-2eeb-4947-a81e-777db8325886,IAMUser,2024-01-02T04:31:52Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:05:28Z,vishal,UpdateFunctionCode20150331v2,505227143833,"{'fullyQualifiedArn': {'arnPrefix': {'partition': 'aws', 'region': 'us-east-1', 'account': '505227143833'}, 'relativeId': {'functionName': 'CloudTrail-testing-lambda'}, 'functionQualifier': {}}, 'functionName': 'arn:aws:lambda:us-east-1:505227143833:function:CloudTrail-testing-lambda', 'publish': False, 'dryRun': False}",08429084-21d8-4309-b60f-ef8386af98fb,IAMUser,2024-01-02T04:31:52Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:05:10Z,vishal,GetFunction20150331v2,505227143833,{'functionName': 'CloudTrail-testing-lambda'},85efc944-1517-4cdc-b54d-a5c4cd23592f,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::S3::Bucket'],s3.amazonaws.com,us-east-1,2024-01-02T10:05:29Z,NA,GetBucketAcl,NA,"{'bucketName': 'aws-cloudtrail-logs-505227143833-79ef5c19', 'Host': 'aws-cloudtrail-logs-505227143833-79ef5c19.s3.us-east-1.amazonaws.com', 'acl': ''}",DJ9CT8D16Z5M5VA4,AWSService,NA
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:05:29Z,vishal,GetFunction20150331v2,505227143833,"{'functionName': 'CloudTrail-testing-lambda', 'qualifier': '$LATEST'}",c2f822c1-e088-4881-b73c-88f4a1da13c5,IAMUser,2024-01-02T04:31:52Z
NA,NA,lambda.amazonaws.com,us-east-1,2024-01-02T10:05:30Z,vishal,GetRuntimeManagementConfig,505227143833,{'functionName': 'arn:aws:lambda:us-east-1:505227143833:function:CloudTrail-testing-lambda'},bf083699-62a4-4dcb-b2df-251b49ffd0e3,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::IAM::Role'],sts.amazonaws.com,us-east-1,2024-01-02T10:05:33Z,NA,AssumeRole,NA,"{'roleArn': 'arn:aws:iam::505227143833:role/cloudtrail-lambda-role', 'roleSessionName': 'CloudTrail-testing-lambda'}",55ff98fd-cb7b-4ee5-a4ac-53530ba1f748,AWSService,NA
NA,['AWS::IAM::Role'],sts.amazonaws.com,us-east-1,2024-01-02T10:05:30Z,NA,AssumeRole,NA,"{'roleArn': 'arn:aws:iam::505227143833:role/cloudtrail-lambda-role', 'roleSessionName': 'CloudTrail-testing-lambda'}",b083a7ad-1bd2-4821-a894-86586cd1a7bc,AWSService,NA
NA,['AWS::Logs::LogGroup'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:46Z,vishal,DescribeLogStreams,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'orderBy': 'LastEventTime', 'descending': True, 'limit': 50, 'filterExpiredLogStreams': True}",7dd9cacd-ec0b-4077-930d-65b795ec64f9,IAMUser,2024-01-02T04:31:52Z
NA,['AWS::Logs::LogGroup'],logs.amazonaws.com,us-east-1,2024-01-02T10:05:47Z,vishal,DescribeLogStreams,505227143833,"{'logGroupName': '/aws/lambda/CloudTrail-testing-lambda', 'orderBy': 'LastEventTime', 'descending': True, 'nextToken': 'Kwfr0bfVKkYk4OrYazFRiRQjd_hnL-H2CVPwxeAZeONaN-fCIlTZhCQvH3pZjf9fyVgyeeon9wgnsJe4a7cmr27UaJ8xuT-p8Lg4ULlP61vOQYllBmG2qNqqVfT7XIwSzPAPa8DrRfyZUhjOiREEBrbt6T6CHyxN4Ls_99ywwEK2nE7yz7iOdZGGxU-9SXDZEgZEb05baaNg1caTFKunnnCP1-EbbjZ8RzZ8oRrAWsjWX56rh7qvf63Kb5Iz1nTIx5ichsX34cUDJ8JubyJXKlW454fB9wZpQOtW2kP-TMfmoVOQ8PgJOYX40V9GgPc-IeS2M2ZPpdhPcPhvQpfgJHKy0JqPHmsQ-oBu2ZImsEGsAKKSOOVSuoahebm86ibZ4yhKhfQE8kz_TztX31WV2YLQKrAj2enjb_FTBkCkufA', 'limit': 50, 'filterExpiredLogStreams': True}",965ff42f-26b1-4370-aaab-709a1e179c42,IAMUser,2024-01-02T04:31:52Z
